carat,cut,color,clarity,depth,table,x,y,z
0.38,Good,H,SI1,63.3,57.0,4.58,4.62,2.91
0.74,Ideal,F,SI1,61.2,56.0,5.83,5.87,3.58
0.84,Good,G,VS2,63.6,59.0,5.89,5.94,3.76
0.75,Ideal,E,SI1,61.4,57.0,5.82,5.87,3.59
0.42,Premium,H,VS1,61.7,59.0,4.76,4.83,2.96
0.94,Premium,E,SI2,62.4,58.0,6.26,6.33,3.93
0.72,Very Good,F,VVS2,59.2,63.0,5.77,5.86,3.44
0.3,Premium,E,VS2,62.4,59.0,4.3,4.26,2.67
0.41,Very Good,E,SI2,63.3,56.0,4.73,4.69,2.98
0.43,Ideal,D,VS2,61.3,55.0,4.84,4.88,2.98
2.24,Premium,I,SI2,61.9,58.0,8.29,8.36,5.15
0.84,Very Good,G,VS2,61.8,57.0,6.04,6.07,3.74
1.12,Very Good,E,SI2,60.9,63.0,6.59,6.65,4.03
0.34,Premium,I,VS1,61.0,60.0,4.51,4.48,2.74
0.3,Premium,G,VS1,62.5,55.0,4.32,4.25,2.68
0.7,Ideal,G,VS1,61.4,57.0,5.7,5.73,3.51
1.0,Premium,F,SI1,59.7,60.0,6.48,6.51,3.88
0.43,Ideal,D,VS2,61.8,56.0,4.81,4.83,2.98
1.01,Ideal,H,SI1,62.4,53.0,6.42,6.47,4.02
0.71,Good,D,SI2,56.6,63.0,5.9,5.76,3.3
1.12,Ideal,E,SI2,62.0,57.0,6.61,6.63,4.11
0.72,Ideal,H,VS2,62.8,57.0,5.74,5.7,3.59
0.71,Premium,E,SI1,61.8,59.0,5.75,5.7,3.54
0.52,Ideal,D,VS2,61.9,55.0,5.19,5.21,3.22
0.3,Premium,D,VS1,60.2,59.0,4.39,4.42,2.65
0.35,Premium,E,VS2,61.6,58.0,4.57,4.52,2.8
0.32,Ideal,I,VS2,61.5,56.0,4.4,4.41,2.71
1.01,Very Good,I,SI1,64.2,55.0,6.28,6.34,4.05
0.58,Ideal,E,VS2,61.9,57.0,5.37,5.33,3.31
0.9,Good,J,SI1,64.3,63.0,6.05,6.01,3.88
0.27,Very Good,F,VVS1,62.0,58.0,4.18,4.21,2.6
0.41,Ideal,D,VS1,61.8,57.0,4.8,4.75,2.95
1.01,Very Good,H,VS2,63.5,61.0,6.32,6.24,3.99
1.01,Fair,G,SI2,68.5,63.0,6.08,6.0,4.14
0.38,Ideal,I,SI1,61.5,56.0,4.67,4.7,2.88
1.09,Premium,G,VS2,59.9,56.0,6.73,6.59,3.99
1.01,Ideal,F,SI2,62.9,57.0,6.35,6.41,4.01
0.41,Premium,G,VS1,60.7,58.0,4.83,4.79,2.92
1.5,Very Good,I,SI1,60.2,63.0,7.38,7.33,4.43
1.23,Ideal,G,VS2,61.5,54.0,6.92,6.89,4.25
0.51,Very Good,F,VS2,62.0,58.0,5.08,5.11,3.16
0.73,Ideal,I,VS1,62.1,54.0,5.77,5.8,3.59
0.43,Very Good,E,SI1,63.1,56.0,4.83,4.8,3.04
1.58,Ideal,G,VS1,61.3,57.0,7.48,7.54,4.6
0.53,Ideal,E,VS2,62.7,54.0,5.18,5.15,3.24
0.65,Very Good,F,VS2,64.0,55.3,5.5,5.57,3.54
0.35,Premium,H,VS1,62.6,59.0,4.5,4.45,2.8
2.1,Premium,J,VS2,61.3,59.0,8.27,8.21,5.05
1.04,Ideal,H,VS1,62.7,55.0,6.43,6.49,4.05
1.35,Premium,J,SI1,61.1,61.0,7.13,7.1,4.35
1.06,Ideal,H,SI2,62.5,57.1,6.46,6.5,4.05
1.0,Very Good,F,VS2,61.6,56.0,6.42,6.47,3.97
0.7,Very Good,F,VVS1,63.0,60.0,5.59,5.62,3.53
0.38,Premium,F,VS1,60.9,58.0,4.71,4.68,2.86
0.39,Good,G,VS2,63.7,53.0,4.62,4.67,2.96
0.83,Good,H,SI2,63.9,56.0,5.99,5.93,3.81
0.9,Very Good,F,VVS2,61.0,63.0,6.13,6.09,3.73
0.7,Fair,H,SI1,65.5,57.0,5.59,5.55,3.65
0.42,Premium,F,VVS2,61.7,59.0,4.78,4.82,2.96
1.23,Premium,F,VS2,60.8,59.0,6.9,6.94,4.21
0.32,Ideal,F,VS2,61.2,56.0,4.41,4.44,2.71
1.08,Premium,G,VS1,61.5,61.0,6.62,6.55,4.05
0.43,Premium,G,SI1,62.6,59.0,4.8,4.82,3.01
1.5,Very Good,G,VVS2,60.9,56.0,7.34,7.37,4.48
0.38,Good,D,VVS1,61.3,61.0,4.68,4.72,2.88
0.73,Good,E,SI1,63.2,58.0,5.7,5.76,3.62
1.01,Very Good,H,SI1,61.9,57.0,6.36,6.41,3.95
0.4,Premium,F,VS1,62.5,59.0,4.69,4.66,2.92
1.57,Ideal,J,VVS2,61.4,57.0,7.45,7.5,4.59
1.29,Ideal,J,VS2,60.9,58.0,7.05,7.0,4.28
0.25,Very Good,F,VVS2,62.4,55.0,4.03,4.06,2.52
0.34,Ideal,E,VS2,62.5,55.0,4.45,4.48,2.79
0.39,Premium,F,SI1,60.1,59.0,4.77,4.74,2.86
0.41,Ideal,F,VVS1,61.9,56.0,4.79,4.77,2.96
0.53,Ideal,E,VS2,62.8,55.0,5.21,5.17,3.26
1.25,Premium,G,VS1,61.8,58.0,6.94,6.91,4.28
0.71,Premium,F,VS1,61.1,58.0,5.76,5.72,3.51
0.36,Ideal,E,VS2,62.6,56.0,4.56,4.52,2.84
0.51,Very Good,E,VVS2,61.3,55.0,5.14,5.16,3.16
0.5,Ideal,D,VVS2,60.4,54.0,5.23,5.17,3.14
0.91,Premium,D,SI1,63.0,59.0,6.15,6.11,3.86
0.32,Premium,G,VS1,61.4,58.0,4.4,4.36,2.69
1.11,Ideal,J,SI2,62.6,54.0,6.61,6.64,4.15
2.16,Premium,J,SI1,60.5,59.0,8.41,8.35,5.07
1.19,Premium,E,VS1,59.8,58.0,7.01,6.94,4.17
0.35,Ideal,E,VS1,61.9,56.0,4.53,4.55,2.81
0.54,Very Good,F,VS1,61.6,59.0,5.26,5.2,3.22
0.34,Ideal,F,VS2,60.7,56.0,4.56,4.53,2.76
1.27,Premium,J,SI2,60.4,58.0,7.04,7.0,4.24
0.47,Ideal,H,IF,62.4,57.0,4.97,5.0,3.11
1.22,Premium,H,VS1,58.9,59.0,7.02,6.96,4.12
1.76,Ideal,I,SI2,61.2,55.0,7.79,7.76,4.76
0.53,Very Good,G,SI1,63.4,54.0,5.09,5.13,3.24
0.35,Premium,D,VS2,59.7,58.0,4.61,4.57,2.74
1.5,Good,H,SI2,63.6,60.0,7.3,7.23,4.63
2.04,Premium,G,SI2,60.3,59.0,8.23,8.3,4.98
0.31,Ideal,H,VVS1,62.3,53.0,4.35,4.38,2.72
0.55,Premium,D,VVS1,60.3,59.0,5.34,5.3,3.21
0.7,Ideal,G,SI1,61.9,58.0,5.66,5.69,3.51
0.52,Premium,F,SI1,59.5,59.0,5.24,5.31,3.14
0.32,Ideal,G,VS2,60.3,57.0,4.46,4.43,2.68
0.29,Very Good,G,VVS1,62.0,58.0,4.19,4.23,2.61
1.21,Ideal,I,VVS1,61.6,55.0,6.88,6.8,4.21
1.27,Ideal,F,VS2,62.8,56.0,6.9,6.86,4.32
0.37,Very Good,D,SI1,61.0,62.0,4.61,4.64,2.82
1.01,Premium,F,SI1,60.6,58.0,6.54,6.49,3.95
0.76,Ideal,F,VS2,61.0,55.0,5.89,5.92,3.6
0.59,Ideal,E,SI1,62.9,57.0,5.36,5.33,3.36
1.8,Good,I,SI2,63.2,58.0,7.66,7.75,4.87
0.75,Ideal,F,SI2,62.1,55.0,5.83,5.87,3.63
1.07,Ideal,D,IF,60.9,54.0,6.66,6.73,4.08
0.4,Premium,D,VS2,59.1,57.0,4.87,4.81,2.86
0.28,Good,J,VVS2,58.4,60.0,4.27,4.33,2.51
0.71,Very Good,E,VS2,62.9,57.0,5.68,5.7,3.58
0.6,Ideal,I,SI2,62.2,54.0,5.4,5.44,3.37
1.05,Ideal,F,VVS2,62.1,54.0,6.55,6.52,4.06
0.33,Ideal,E,VVS1,61.5,56.0,4.49,4.46,2.75
0.71,Ideal,E,VS2,62.0,57.0,5.71,5.74,3.55
1.01,Premium,F,SI1,62.8,59.0,6.4,6.36,4.01
0.33,Premium,I,VS1,61.6,60.0,4.42,4.45,2.73
0.9,Very Good,F,VS2,64.2,59.0,6.07,6.11,3.91
0.74,Ideal,F,VS1,62.3,57.0,5.79,5.77,3.6
1.04,Premium,G,I1,62.2,58.0,6.46,6.41,4.0
0.51,Ideal,D,VS2,62.4,55.0,5.12,5.14,3.2
0.58,Very Good,H,SI1,63.3,56.0,5.34,5.31,3.37
1.02,Very Good,D,SI2,63.4,59.0,6.41,6.37,4.05
0.41,Ideal,I,VS2,62.0,57.0,4.74,4.77,2.95
0.43,Ideal,I,VVS2,62.6,57.0,4.79,4.82,3.01
1.13,Ideal,E,VS2,61.4,58.0,6.71,6.74,4.13
0.39,Fair,E,SI1,65.6,60.0,4.5,4.56,2.97
1.0,Premium,J,SI2,62.7,58.0,6.32,6.28,3.95
0.56,Good,E,VS2,62.3,63.0,5.22,5.27,3.27
1.15,Premium,G,SI1,63.0,59.0,6.68,6.63,4.19
0.81,Ideal,H,IF,61.6,58.0,5.98,6.01,3.69
1.27,Premium,J,VVS1,60.1,58.0,7.06,6.99,4.22
0.73,Ideal,G,VS2,61.6,56.0,5.8,5.83,3.58
0.31,Ideal,G,VVS1,60.8,56.0,4.36,4.39,2.66
0.68,Very Good,G,IF,62.7,56.0,5.56,5.6,3.5
0.51,Good,D,VS2,60.1,65.0,5.14,5.17,3.1
1.2,Very Good,I,VS1,63.1,58.0,6.7,6.62,4.2
0.4,Very Good,H,VS1,63.4,58.0,4.74,4.66,2.98
1.54,Fair,I,SI2,64.6,56.0,7.3,7.26,4.7
0.77,Very Good,E,SI2,60.4,58.0,5.91,5.95,3.58
0.44,Very Good,E,SI1,62.2,60.0,4.79,4.86,3.0
0.92,Premium,G,SI2,58.4,58.0,6.4,6.34,3.73
1.01,Premium,E,SI1,59.5,60.0,6.54,6.46,3.87
0.82,Fair,F,SI1,64.9,58.0,5.83,5.79,3.77
0.41,Ideal,G,VS1,61.7,57.0,4.81,4.78,2.96
0.44,Very Good,F,VVS1,62.1,60.0,4.84,4.92,3.03
0.56,Ideal,D,SI2,62.2,55.0,5.29,5.32,3.3
0.26,Very Good,E,VVS2,61.7,61.0,4.08,4.12,2.53
0.39,Ideal,G,IF,61.6,56.0,4.69,4.73,2.9
0.7,Fair,I,I1,68.6,57.0,5.46,5.34,3.71
1.2,Premium,G,SI2,62.6,61.0,6.73,6.68,4.2
2.0,Very Good,H,SI2,61.0,57.0,8.02,8.18,4.94
0.54,Very Good,I,VS2,62.3,56.0,5.17,5.22,3.24
0.54,Ideal,D,VS2,61.1,56.0,5.29,5.25,3.22
1.6,Very Good,I,VS1,62.3,59.0,7.46,7.51,4.66
0.37,Ideal,E,VS1,61.4,55.0,4.62,4.66,2.85
1.09,Ideal,G,VVS2,61.8,56.0,6.58,6.62,4.08
0.71,Ideal,G,VS1,61.5,56.0,5.74,5.78,3.54
1.0,Premium,D,SI1,59.2,62.0,6.54,6.49,3.86
0.33,Ideal,E,VS2,61.5,57.0,4.41,4.47,2.73
1.2,Very Good,I,VS1,62.6,59.0,6.69,6.73,4.2
1.21,Premium,G,VS1,62.7,58.0,6.76,6.85,4.27
0.42,Ideal,E,VVS2,62.3,55.0,4.81,4.76,2.98
0.31,Good,G,VS1,63.2,56.0,4.28,4.29,2.71
1.01,Premium,D,VVS2,62.4,58.0,6.44,6.39,4.0
0.99,Fair,J,I1,73.6,60.0,6.01,5.8,4.35
1.07,Premium,H,VS2,60.6,60.0,6.66,6.63,4.03
0.92,Premium,F,SI2,61.8,58.0,6.19,6.23,3.84
1.04,Very Good,G,VVS2,62.8,54.0,6.39,6.5,4.05
0.3,Premium,G,VVS1,62.6,58.0,4.27,4.29,2.68
0.62,Very Good,D,VVS2,58.1,63.0,5.59,5.66,3.27
0.7,Ideal,F,SI2,62.1,57.0,5.65,5.69,3.52
1.0,Premium,G,SI2,60.7,59.0,6.45,6.41,3.9
1.03,Ideal,G,SI1,60.8,57.0,6.52,6.47,3.95
0.71,Ideal,G,VVS1,61.1,57.0,5.76,5.8,3.53
0.3,Ideal,H,VVS1,62.5,53.8,4.31,4.33,2.69
0.4,Good,I,VS1,63.8,55.0,4.69,4.65,2.98
0.5,Good,E,VS2,64.1,58.0,5.03,5.01,3.22
0.26,Very Good,E,VVS2,62.9,56.0,4.07,4.1,2.57
0.33,Very Good,G,VS2,62.1,56.0,4.41,4.44,2.75
0.4,Ideal,D,VVS2,62.2,55.0,4.74,4.72,2.94
0.53,Very Good,E,SI1,63.0,55.0,5.14,5.18,3.25
0.7,Very Good,F,SI1,62.3,57.0,5.65,5.69,3.53
0.36,Ideal,E,VS2,61.9,56.0,4.55,4.56,2.82
0.48,Premium,E,SI2,62.9,60.0,4.93,4.9,3.09
0.72,Ideal,D,SI1,60.5,56.0,5.79,5.84,3.52
0.51,Very Good,F,VS2,58.6,58.0,5.22,5.29,3.08
0.26,Ideal,G,VS1,62.5,53.0,4.1,4.13,2.57
1.0,Good,F,I1,64.2,59.0,6.26,6.3,4.03
0.26,Ideal,F,IF,62.0,56.0,4.07,4.1,2.53
0.32,Ideal,G,VVS1,60.2,56.0,4.45,4.49,2.69
0.79,Premium,G,VS1,61.3,59.0,5.97,5.91,3.64
1.07,Ideal,H,VS2,62.1,57.0,6.53,6.49,4.04
0.9,Premium,D,SI2,58.1,60.0,6.26,6.24,3.63
2.35,Premium,J,VS1,60.7,60.0,8.64,8.6,5.23
1.11,Ideal,I,VS1,63.0,56.0,6.61,6.57,4.15
0.36,Good,E,VVS1,58.2,56.0,4.68,4.74,2.74
0.3,Good,F,VVS1,61.1,61.0,4.29,4.32,2.63
0.53,Ideal,G,VS1,61.8,55.0,5.17,5.22,3.21
0.79,Premium,J,SI1,58.8,62.0,6.03,6.01,3.54
0.33,Premium,D,SI2,61.6,59.0,4.42,4.41,2.72
1.36,Premium,I,VS1,62.0,59.0,7.1,7.06,4.39
1.03,Very Good,H,SI2,60.9,57.0,6.5,6.58,3.98
0.42,Premium,G,VVS1,59.8,58.0,4.88,4.85,2.91
0.32,Ideal,H,VVS1,61.6,54.0,4.42,4.45,2.73
0.56,Ideal,E,VS1,61.8,56.0,5.28,5.33,3.28
0.34,Premium,G,VVS1,59.0,62.0,4.6,4.56,2.7
0.5,Very Good,D,VS1,59.8,58.0,5.12,5.14,3.07
3.11,Fair,J,I1,65.9,57.0,9.15,9.02,5.98
0.56,Ideal,D,VS2,60.9,56.0,5.35,5.32,3.25
0.3,Ideal,E,VVS1,60.6,57.0,4.33,4.35,2.63
0.37,Ideal,E,VS1,61.6,54.7,4.61,4.63,2.85
0.53,Ideal,G,VS2,61.6,56.0,5.24,5.19,3.21
1.6,Very Good,D,SI2,60.6,58.0,7.55,7.61,4.59
0.31,Ideal,D,SI1,62.1,56.0,4.33,4.37,2.7
1.54,Very Good,J,VS1,63.5,57.0,7.27,7.37,4.65
0.33,Very Good,G,VVS2,62.8,57.0,4.39,4.47,2.78
0.31,Good,H,VS2,63.5,57.0,4.32,4.34,2.75
0.71,Premium,G,SI1,58.5,58.0,5.87,5.82,3.42
1.01,Premium,F,SI2,61.1,57.0,6.48,6.44,3.95
0.3,Ideal,F,VVS1,61.9,58.0,4.26,4.3,2.65
1.31,Ideal,H,VS1,62.5,56.0,6.95,7.03,4.37
0.71,Ideal,I,VS2,61.6,57.0,5.7,5.62,3.49
0.41,Ideal,D,SI1,61.6,55.0,4.8,4.78,2.95
1.0,Premium,F,VS1,62.6,58.0,6.37,6.4,4.0
1.07,Ideal,D,VS1,61.8,57.0,6.55,6.58,4.06
0.52,Premium,G,VS1,62.6,59.0,5.08,5.11,3.19
1.05,Ideal,G,VS2,62.8,57.0,6.49,6.45,4.06
0.33,Ideal,D,VVS2,61.7,55.0,4.46,4.49,2.76
1.5,Very Good,F,SI2,62.3,60.0,7.29,7.34,4.56
0.41,Ideal,H,SI2,61.7,56.0,4.8,4.77,2.95
0.71,Very Good,F,VS1,62.9,55.0,5.68,5.71,3.58
0.5,Good,D,SI1,63.8,60.0,5.0,5.03,3.2
1.01,Very Good,D,VS2,63.1,60.0,6.39,6.35,4.02
1.71,Good,H,VS2,63.7,58.0,7.57,7.54,4.81
0.4,Ideal,F,VVS1,62.2,56.0,4.71,4.74,2.94
0.32,Very Good,G,VS1,61.7,55.0,4.37,4.41,2.71
0.5,Very Good,E,SI1,60.7,61.0,5.09,5.12,3.1
1.02,Fair,F,SI2,65.5,59.0,6.27,6.24,4.1
1.05,Very Good,G,SI2,62.5,60.0,6.45,6.5,4.05
1.36,Premium,E,VVS2,59.8,59.0,7.12,7.2,4.38
0.51,Ideal,E,SI1,62.3,56.0,5.15,5.12,3.2
1.2,Premium,H,SI2,62.4,57.0,6.83,6.75,4.24
0.72,Ideal,F,VS1,62.0,56.0,5.76,5.73,3.56
0.49,Very Good,F,VVS1,62.2,56.0,5.04,5.08,3.14
0.36,Premium,H,SI1,61.3,57.0,4.65,4.61,2.84
0.7,Premium,D,SI1,62.1,62.0,5.63,5.58,3.48
0.9,Premium,E,SI2,59.5,61.0,6.3,6.24,3.73
0.32,Premium,G,VVS1,58.1,59.0,4.53,4.49,2.62
2.0,Very Good,G,SI2,63.5,55.0,8.03,7.93,5.07
0.9,Good,F,SI2,63.3,57.0,6.08,6.14,3.87
1.18,Ideal,E,SI2,60.9,57.0,6.86,6.89,4.19
0.36,Ideal,E,VS1,61.8,56.0,4.55,4.58,2.82
0.37,Ideal,F,VVS2,60.0,59.0,4.64,4.66,2.79
0.3,Ideal,F,SI1,62.4,56.0,4.27,4.32,2.68
0.36,Premium,F,VS2,60.5,60.0,4.55,4.61,2.77
0.8,Premium,J,SI2,60.2,59.0,6.07,5.95,3.62
1.51,Ideal,H,SI1,61.9,57.0,7.37,7.32,4.55
0.62,Very Good,F,VS2,59.8,58.0,5.55,5.59,3.33
0.71,Premium,H,SI1,62.4,59.0,5.65,5.6,3.51
0.32,Good,G,VS1,57.0,62.0,4.51,4.54,2.58
1.02,Ideal,G,VS2,62.8,57.0,6.36,6.45,4.02
0.41,Premium,H,VS1,62.0,56.0,4.78,4.74,2.95
1.14,Ideal,G,VS2,62.0,55.0,6.68,6.77,4.17
0.52,Premium,G,SI1,60.6,61.0,5.19,5.17,3.14
1.0,Good,H,SI1,62.7,60.0,6.24,6.3,3.93
0.56,Very Good,E,SI1,60.2,57.0,5.36,5.4,3.24
0.32,Premium,G,SI1,61.0,61.0,4.41,4.38,2.68
0.37,Ideal,D,VVS2,61.6,54.0,4.61,4.64,2.85
0.9,Good,G,SI1,63.2,59.0,6.05,6.1,3.84
1.01,Ideal,G,SI1,61.1,58.0,6.43,6.49,3.95
1.03,Ideal,J,SI1,62.3,57.0,6.48,6.43,4.02
0.78,Premium,G,SI2,60.6,58.0,6.02,5.99,3.64
0.33,Ideal,G,VS1,61.6,57.0,4.46,4.49,2.75
0.33,Ideal,H,VVS2,61.3,56.0,4.43,4.47,2.73
1.09,Ideal,H,SI1,61.9,57.0,6.63,6.58,4.09
0.5,Good,J,SI1,63.3,60.0,4.97,4.99,3.15
1.01,Ideal,J,VS2,61.3,56.0,6.46,6.5,3.97
1.0,Very Good,E,VVS2,63.5,55.0,6.36,6.31,4.02
0.59,Premium,E,SI2,60.8,56.0,5.43,5.4,3.29
0.7,Very Good,H,SI2,59.9,57.0,5.74,5.77,3.45
0.31,Premium,I,SI1,61.3,58.0,4.34,4.37,2.67
0.39,Premium,E,VS2,62.5,60.0,4.64,4.67,2.91
0.85,Ideal,E,SI1,61.8,54.0,6.1,6.14,3.78
0.73,Ideal,I,VVS2,62.3,55.0,5.76,5.77,3.59
1.09,Ideal,J,SI1,60.7,58.0,6.64,6.68,4.04
0.4,Ideal,D,SI2,61.3,56.0,4.72,4.77,2.91
0.4,Very Good,E,SI1,61.7,60.0,4.68,4.72,2.9
0.22,Fair,E,VS2,65.1,61.0,3.87,3.78,2.49
0.31,Premium,E,VS2,60.3,58.0,4.42,4.37,2.65
1.19,Ideal,J,SI2,61.7,56.0,6.8,6.85,4.21
1.06,Fair,I,I1,64.5,57.0,6.47,6.33,4.13
0.61,Very Good,E,VS1,59.6,63.0,5.44,5.57,3.28
0.82,Ideal,H,VVS2,61.4,56.0,6.01,6.05,3.71
1.01,Fair,G,I1,64.5,56.0,6.32,6.26,4.06
0.32,Ideal,E,VS2,61.4,56.0,4.4,4.43,2.71
0.5,Premium,D,SI2,62.2,58.0,5.08,5.14,3.18
1.01,Premium,F,SI1,59.1,56.0,6.65,6.52,3.89
1.0,Very Good,F,SI2,62.7,58.0,6.3,6.36,3.97
0.31,Ideal,D,SI1,62.9,56.0,4.34,4.31,2.72
0.35,Ideal,E,VS2,62.4,57.0,4.52,4.55,2.83
0.7,Ideal,H,VS2,61.2,57.0,5.73,5.77,3.52
1.08,Ideal,G,SI2,62.2,56.0,6.56,6.59,4.09
1.21,Premium,D,VVS1,60.1,59.0,6.96,6.88,4.16
1.06,Premium,H,SI1,62.8,58.0,6.49,6.47,4.07
0.28,Ideal,I,VS2,62.4,56.0,4.19,4.22,2.62
0.5,Good,F,VS2,63.3,57.0,5.02,5.06,3.19
1.01,Premium,D,SI1,61.6,58.0,6.47,6.42,3.97
0.42,Fair,D,SI1,64.7,61.0,4.7,4.73,3.05
1.53,Ideal,F,SI1,61.6,56.0,7.34,7.39,4.54
0.57,Premium,E,VS2,63.0,59.0,5.29,5.25,3.32
0.41,Premium,D,VVS2,61.9,59.0,4.78,4.75,2.95
2.24,Ideal,F,SI2,60.3,59.0,8.47,8.5,5.12
0.41,Good,E,SI2,63.8,57.0,4.75,4.68,3.01
0.5,Very Good,G,SI1,62.4,52.0,5.1,5.15,3.2
0.23,Very Good,F,VS2,59.1,59.0,4.02,4.07,2.39
1.11,Very Good,F,SI1,60.1,61.0,6.64,6.74,4.06
1.2,Ideal,E,SI2,61.3,56.0,6.85,6.88,4.21
1.14,Premium,F,VVS1,59.4,59.0,6.87,6.8,4.06
0.9,Ideal,G,SI2,62.5,56.0,6.15,6.2,3.86
1.22,Premium,G,VS1,62.2,59.0,6.82,6.87,4.26
0.7,Premium,F,VS1,61.7,60.0,5.67,5.64,3.49
1.07,Premium,I,SI1,58.4,60.0,6.78,6.68,3.93
0.51,Very Good,E,SI2,63.3,56.0,5.12,5.08,3.23
0.3,Premium,E,SI1,62.5,60.0,4.24,4.27,2.66
1.12,Premium,G,SI2,61.2,58.0,6.69,6.67,4.09
0.3,Premium,F,VS2,61.5,60.0,4.26,4.29,2.63
0.4,Premium,D,SI1,61.6,58.0,4.73,4.69,2.9
0.9,Premium,I,SI1,63.0,58.0,6.09,6.01,3.81
0.3,Ideal,H,VS1,61.6,57.0,4.3,4.33,2.66
0.74,Premium,F,SI2,61.4,57.0,5.82,5.8,3.57
0.41,Very Good,J,VS2,63.4,56.0,4.73,4.7,2.99
0.52,Premium,E,SI1,61.6,58.0,5.17,5.12,3.17
0.54,Ideal,D,VVS2,61.4,52.0,5.3,5.34,3.26
0.9,Very Good,H,SI2,61.2,57.0,6.21,6.27,3.82
0.7,Good,I,VS1,61.1,61.0,5.65,5.7,3.47
0.34,Very Good,H,VS2,62.4,60.0,4.41,4.44,2.76
0.7,Ideal,F,VS2,61.9,55.0,5.7,5.74,3.54
1.02,Very Good,G,VS2,63.0,57.0,6.37,6.39,4.02
1.0,Good,F,SI2,63.8,58.0,6.28,6.33,4.02
0.31,Ideal,I,SI2,61.0,56.0,4.39,4.43,2.69
1.23,Premium,G,VS1,62.2,58.0,6.78,6.74,4.27
0.7,Very Good,E,SI1,59.4,63.0,5.79,5.73,3.42
0.54,Ideal,D,VS2,61.1,57.0,5.25,5.22,3.2
0.38,Ideal,H,SI1,61.5,56.0,4.67,4.69,2.88
0.9,Fair,E,SI2,65.0,58.0,6.08,6.04,3.94
1.0,Ideal,D,SI2,61.5,56.0,6.45,6.41,3.95
0.29,Very Good,G,VS2,61.9,55.0,4.25,4.28,2.64
2.01,Premium,E,SI1,60.4,61.0,8.05,7.98,4.84
1.32,Premium,F,SI2,60.6,60.0,7.1,7.05,4.29
0.72,Premium,F,VS2,61.5,58.0,5.73,5.69,3.51
0.31,Premium,H,VS2,62.4,59.0,4.34,4.31,2.7
1.51,Fair,J,SI2,65.1,59.0,7.13,7.09,4.63
0.24,Ideal,H,IF,62.1,57.0,4.0,4.04,2.5
0.79,Ideal,E,VS2,59.3,57.0,6.02,6.06,3.58
0.73,Premium,F,VS2,62.7,58.0,5.76,5.7,3.59
0.9,Very Good,D,VS1,58.9,59.0,6.22,6.31,3.69
0.51,Premium,F,VVS2,61.9,56.0,5.17,5.13,3.19
0.29,Ideal,G,VVS2,60.7,54.0,4.33,4.37,2.64
0.68,Good,F,SI1,58.1,60.0,5.8,5.91,3.4
0.51,Ideal,D,VS2,61.1,56.0,5.16,5.2,3.17
1.55,Ideal,I,VS2,61.8,55.0,7.4,7.44,4.58
1.51,Very Good,H,SI2,60.8,58.0,7.4,7.51,4.53
2.01,Ideal,I,SI1,62.9,57.0,8.05,7.98,5.04
1.04,Very Good,G,VVS1,58.2,60.0,6.66,6.71,3.89
0.98,Fair,G,SI1,64.4,56.0,6.33,6.24,4.03
0.25,Very Good,E,VVS1,62.9,58.0,4.01,4.03,2.53
0.42,Ideal,H,VS1,61.2,57.0,4.87,4.8,2.96
1.1,Very Good,G,VVS1,60.4,57.0,6.7,6.77,4.07
0.41,Very Good,D,VS1,62.8,57.0,4.73,4.76,2.98
1.02,Premium,F,VS2,62.7,59.0,6.41,6.44,4.03
0.61,Very Good,H,VVS2,60.5,57.0,5.52,5.54,3.35
0.4,Ideal,J,VS1,61.3,56.0,4.77,4.79,2.93
0.34,Ideal,D,VS1,60.9,56.0,4.56,4.51,2.76
0.4,Ideal,E,SI2,61.0,58.0,4.76,4.78,2.91
0.41,Ideal,G,VVS2,61.7,55.0,4.81,4.85,2.98
0.3,Ideal,H,SI1,62.4,55.0,4.3,4.32,2.69
0.31,Ideal,E,VS1,62.0,55.0,4.35,4.38,2.7
0.46,Very Good,E,VS2,62.2,58.0,4.95,4.99,3.09
0.4,Ideal,G,IF,62.2,55.0,4.73,4.76,2.95
0.3,Ideal,E,VS2,61.5,55.0,4.3,4.34,2.66
1.09,Ideal,F,SI2,61.2,57.0,6.6,6.64,4.05
0.71,Very Good,E,SI1,63.1,58.0,5.65,5.69,3.58
0.97,Ideal,G,SI2,61.6,56.0,6.31,6.39,3.91
1.02,Very Good,E,IF,61.7,60.0,6.38,6.52,3.98
0.42,Premium,D,SI2,60.0,61.0,4.89,4.85,2.92
0.33,Ideal,I,IF,61.8,55.0,4.46,4.47,2.76
0.36,Ideal,E,VS1,61.7,56.0,4.58,4.56,2.82
1.72,Ideal,H,SI1,62.2,57.0,7.65,7.55,4.72
0.37,Ideal,H,VVS1,62.0,53.0,4.63,4.66,2.88
0.71,Ideal,D,VS2,61.2,55.0,5.74,5.78,3.53
0.51,Very Good,I,SI1,63.5,60.0,5.03,5.05,3.2
0.3,Ideal,E,VS2,62.1,55.0,4.28,4.32,2.67
0.71,Very Good,E,VS2,63.7,58.0,5.6,5.64,3.58
0.3,Ideal,E,VS1,61.6,55.0,4.34,4.36,2.68
0.97,Good,F,SI1,60.1,65.0,6.46,6.36,3.85
1.27,Ideal,I,SI2,62.1,56.0,6.92,6.96,4.31
1.57,Ideal,I,VS2,61.5,56.0,7.56,7.49,4.63
1.0,Premium,G,VS1,62.4,59.0,6.35,6.4,3.98
0.42,Ideal,D,VVS2,62.5,57.0,4.8,4.77,2.99
