,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
2459,0.3,Very Good,F,SI1,63.5,57.0,4.27,4.24,2.7,494.5322822918452
2460,0.71,Good,F,SI2,64.1,60.0,0.0,0.0,0.0,1772.0521712983339
2461,0.31,Ideal,D,SI2,61.3,56.0,4.36,4.41,2.69,498.9526132596665
2462,0.32,Premium,G,VS2,61.7,60.0,4.4,4.32,2.69,621.3534928152761
2463,1.54,Premium,G,SI1,61.0,59.0,7.43,7.38,4.52,10404.626962326307
2464,1.02,Ideal,J,SI2,61.6,55.0,6.49,6.43,3.98,2752.91731701106
2465,1.0,Very Good,F,VVS2,62.9,55.0,6.29,6.36,3.98,6627.876471786365
2466,1.0,Premium,D,SI1,62.5,59.0,6.32,6.38,3.97,5342.139687646733
2467,1.01,Ideal,H,VS1,61.5,56.0,6.48,6.43,3.97,5676.141529713035
2468,0.7,Premium,G,VVS2,61.8,58.0,5.67,5.63,3.49,3285.516453821301
2469,0.29,Ideal,G,VS2,61.6,56.0,4.26,4.29,2.63,525.8451932786181
2470,0.41,Premium,G,VVS1,60.0,59.0,4.84,4.83,2.9,1297.2404055048212
2471,0.35,Ideal,D,SI1,62.3,55.0,4.54,4.51,2.82,763.802321222104
2472,1.05,Ideal,F,SI1,61.8,57.0,6.51,6.54,4.03,5475.123746240217
2473,0.3,Very Good,H,VVS1,62.2,58.0,4.26,4.29,2.66,643.673295178506
2474,1.22,Ideal,G,VVS2,60.0,58.0,6.95,6.99,4.18,9554.983238902563
2475,1.01,Very Good,G,SI2,60.8,63.0,6.4,6.36,3.88,3757.281803782135
2476,1.22,Very Good,E,VS2,59.5,60.0,6.91,7.0,4.14,8375.551100196832
2477,1.03,Very Good,F,SI1,60.6,63.0,6.47,6.5,3.93,5025.903219405646
2478,1.57,Premium,F,SI1,62.0,58.0,7.47,7.41,4.61,11464.049570075935
2479,0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67,884.018702853084
2480,0.42,Ideal,D,SI1,61.9,57.0,4.82,4.77,2.97,1076.0113325608336
2481,0.34,Ideal,E,SI1,63.0,55.0,4.47,4.42,2.8,692.535449138886
2482,1.01,Premium,F,VS2,63.0,58.0,6.43,6.36,4.03,5727.249630270404
2483,0.34,Very Good,E,VS2,62.8,58.0,4.43,4.45,2.79,753.6636777957749
2484,0.4,Ideal,E,SI2,61.2,55.0,4.74,4.77,2.91,774.0244771617535
2485,0.39,Very Good,I,VVS2,63.0,56.0,4.62,4.68,2.93,873.786570438902
2486,1.57,Ideal,E,VS2,62.3,57.0,7.39,7.44,4.62,14065.374562031118
2487,1.35,Premium,H,VS2,61.5,58.0,7.09,7.15,4.38,8571.285309326297
2488,0.35,Very Good,D,SI1,60.1,61.0,4.56,4.59,2.75,726.3590456222954
2489,2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,17184.419620586494
2490,0.51,Very Good,G,VS2,62.7,57.0,5.05,5.12,3.19,1442.3717739955555
2491,0.62,Premium,J,VVS2,60.9,58.0,5.5,5.56,3.37,1778.7256112689724
2492,0.56,Ideal,G,SI1,61.5,56.0,5.31,5.32,3.27,1581.7217278012176
2493,0.35,Ideal,F,VVS1,61.8,55.0,4.53,4.57,2.81,1041.884213544834
2494,0.72,Premium,F,VS1,62.2,58.0,5.75,5.7,3.56,3375.6009083637387
2495,1.51,Ideal,I,SI2,61.2,58.0,7.33,7.42,4.51,6919.672724801529
2496,1.01,Good,D,SI2,63.9,57.0,6.29,6.36,4.04,4198.767195737447
2497,1.51,Fair,G,SI2,65.5,55.0,7.14,7.08,4.66,7223.237862365769
2498,0.75,Very Good,H,VVS2,60.6,57.0,5.86,5.89,3.56,3369.646098663694
2499,0.5,Good,D,SI2,61.9,63.0,5.05,5.07,3.13,1120.0263229309578
2500,0.36,Ideal,G,VVS2,61.5,55.0,4.58,4.62,2.83,960.0450150192559
2501,0.63,Ideal,F,SI1,62.6,56.0,5.53,5.49,3.45,2099.467000293515
2502,0.47,Ideal,H,SI2,62.4,53.0,4.98,5.02,3.12,864.2758052706375
2503,1.01,Good,F,SI1,58.8,64.0,6.58,6.51,3.85,4709.124821478003
2504,1.01,Very Good,G,VS2,63.2,55.0,6.39,6.34,4.02,5252.730941322944
2505,0.9,Ideal,G,SI2,62.7,55.0,6.11,6.17,3.85,3164.5039408578855
2506,1.51,Ideal,I,SI1,61.2,60.0,7.39,7.37,4.52,8426.643062517433
2507,1.0,Good,I,SI1,57.6,61.0,6.56,6.52,3.77,3603.394080543992
2508,0.31,Premium,I,VS1,62.3,59.0,4.29,4.35,2.69,532.9150621389581
2509,1.63,Premium,I,SI1,61.7,58.0,7.54,7.51,4.64,9543.128594082134
2510,0.4,Very Good,E,VVS2,61.4,56.0,4.74,4.81,2.93,1246.86446169532
2511,0.42,Very Good,G,VS1,60.6,58.0,4.82,4.95,2.96,1115.9744032644137
2512,0.7,Premium,H,VS1,61.9,56.0,5.7,5.67,3.52,2784.791919778553
2513,0.32,Very Good,D,SI1,60.1,60.0,4.38,4.4,2.64,614.3073547607776
2514,0.75,Very Good,E,VS2,62.8,55.0,5.77,5.79,3.63,3348.8788035016873
2515,0.32,Ideal,G,IF,61.4,55.0,4.42,4.44,2.72,884.4084493907447
2516,0.25,Ideal,E,VS2,60.6,57.0,4.08,4.11,2.48,445.7510339818784
2517,1.02,Ideal,F,SI2,61.6,56.0,6.52,6.49,4.01,4287.852681690804
2518,0.4,Premium,D,SI1,61.1,58.0,4.75,4.74,2.9,960.8437099610038
2519,0.48,Good,F,VS1,59.0,60.9,5.09,5.15,3.02,1478.4416610883354
2520,0.31,Ideal,E,VS1,60.1,55.0,4.42,4.53,2.69,742.9478656242283
2521,1.0,Ideal,H,SI2,62.5,54.0,6.32,6.38,3.97,3568.803795376199
2522,0.9,Premium,I,VS2,61.6,58.0,6.15,6.09,3.77,3587.0567492956197
2523,1.02,Very Good,D,SI1,62.7,57.0,6.42,6.5,4.05,5408.449980366949
2524,0.36,Premium,F,VS2,62.0,59.0,4.51,4.56,2.81,818.3714276603141
2525,0.31,Very Good,E,SI1,63.1,57.0,4.31,4.28,2.71,553.6593388186186
2526,0.7,Fair,F,VS2,65.5,57.0,5.55,5.41,3.59,2526.9031252141385
2527,1.74,Premium,J,VS2,61.9,62.0,7.62,7.54,4.7,10196.06952290544
2528,1.79,Premium,G,VS1,61.7,59.0,7.85,7.74,4.81,17656.002784526638
2529,0.36,Ideal,E,VS1,62.4,55.0,4.61,4.59,2.87,985.4799239412698
2530,1.52,Good,E,I1,57.3,58.0,7.53,7.42,4.28,6376.449052877356
2531,0.94,Premium,E,SI1,62.0,58.0,6.24,6.27,3.88,4573.733270137563
2532,0.33,Ideal,I,SI1,61.5,57.0,4.49,4.46,2.75,483.67947468983186
2533,1.06,Ideal,G,SI2,62.2,55.0,6.56,6.53,4.07,4330.607634920471
2534,0.75,Ideal,E,SI1,62.1,55.0,5.81,5.85,3.62,3059.3540164821948
2535,0.79,Premium,H,VS1,60.0,60.0,6.07,5.99,3.64,3510.793277573927
2536,0.33,Ideal,E,SI1,59.6,57.0,4.53,4.49,2.69,659.1037448325375
2537,0.82,Ideal,F,SI2,62.4,54.0,5.97,6.02,3.74,2832.2158941928924
2538,0.32,Ideal,G,VS1,61.9,55.0,4.4,4.42,2.73,704.9302161400166
2539,0.3,Premium,F,VS2,62.2,60.0,4.22,4.27,2.64,579.7699212830577
2540,0.7,Ideal,F,VS2,62.0,56.0,5.71,5.74,3.55,2932.55629626268
2541,1.52,Fair,J,VS1,65.4,58.0,7.22,7.17,4.7,7713.485406550426
2542,0.31,Ideal,G,IF,62.0,54.0,4.36,4.38,2.71,832.7230555831219
2543,0.51,Ideal,D,VS2,61.6,57.0,5.19,5.14,3.18,1781.3917048186302
2544,0.74,Premium,H,VS2,59.9,57.0,5.91,5.87,3.53,2791.924992418521
2545,0.67,Good,F,VS2,58.1,62.0,5.76,5.83,3.36,2491.494372851218
2546,0.32,Ideal,H,VS1,62.1,55.0,4.39,4.4,2.73,651.0085235623401
2547,0.72,Ideal,H,VS1,62.3,55.0,5.72,5.74,3.57,2989.2051286948263
2548,0.5,Very Good,E,VS2,62.8,60.0,5.02,5.08,3.17,1550.3188092729674
2549,0.86,Ideal,E,SI2,61.8,57.0,6.1,6.13,3.78,3256.2926503419967
2550,0.51,Premium,D,SI1,61.9,60.0,5.15,5.12,3.18,1513.079493047625
2551,2.0,Fair,I,VS1,58.5,68.0,8.26,8.15,4.8,15831.147025586484
2552,1.79,Very Good,F,VS2,62.8,59.0,7.7,7.8,4.87,16262.038738321462
2553,0.7,Very Good,F,VS2,63.4,56.0,5.69,5.63,3.59,2801.444930214846
2554,0.7,Very Good,G,VS2,62.2,61.0,5.54,5.59,3.46,2610.926825512412
2555,0.28,Very Good,E,IF,59.6,55.0,4.24,4.31,2.55,735.9273967470392
2556,0.32,Premium,D,SI1,60.8,58.0,4.41,4.44,2.69,630.6056209815423
2557,1.5,Good,I,I1,62.6,63.0,7.19,7.25,4.52,4474.03295859909
2558,0.9,Fair,I,VVS2,60.9,66.0,6.1,6.12,3.72,3803.816784390281
2559,0.41,Premium,I,VVS2,62.4,60.0,4.73,4.7,2.94,987.9199937810962
2560,1.0,Premium,J,SI1,58.7,58.0,6.55,6.51,3.83,3168.618820139877
2561,0.91,Very Good,H,VS2,58.3,59.0,6.35,6.47,3.74,3994.95884386403
2562,1.07,Very Good,J,VVS2,60.0,60.0,6.57,6.59,3.95,4847.335470664399
2563,2.2,Ideal,J,SI1,61.5,57.0,8.41,8.37,5.16,14171.683195041975
2564,1.52,Very Good,D,SI1,60.6,57.8,7.4,7.46,4.51,11524.295753150463
2565,0.31,Ideal,H,VVS2,62.3,55.0,4.36,4.37,2.72,669.130689323987
2566,0.9,Good,H,SI2,64.1,58.0,6.05,6.02,3.87,2681.077026842409
2567,0.41,Premium,J,VS1,61.3,59.0,4.78,4.74,2.92,750.7985377803585
2568,1.58,Premium,G,VS2,58.2,58.0,7.68,7.64,4.46,12641.768919500815
2569,0.9,Premium,G,SI1,61.9,59.0,6.18,6.13,3.81,3778.0856769856155
2570,1.2,Good,I,SI1,65.0,59.0,6.51,6.57,4.25,4963.138355440967
2571,1.16,Very Good,F,VS2,60.2,63.0,6.79,6.7,4.07,7261.16974522643
2572,0.3,Premium,H,VVS2,62.1,52.0,4.31,4.29,2.67,619.7870436335849
2573,0.4,Premium,D,SI1,60.9,60.0,4.74,4.78,2.9,956.8072974510251
2574,0.24,Very Good,F,VVS2,61.4,57.0,4.03,4.06,2.48,454.2569498948155
2575,0.72,Very Good,H,VS1,60.6,63.0,5.83,5.76,3.51,2856.7657518242213
2576,0.33,Good,I,VVS2,63.7,56.0,4.4,4.36,2.79,617.7005400535928
2577,0.86,Very Good,E,VS2,62.3,56.0,6.05,6.08,3.78,4331.75065706091
2578,0.7,Ideal,D,VS1,62.5,57.0,5.65,5.68,3.54,3572.216646699857
2579,0.52,Ideal,E,SI1,60.1,59.0,5.18,5.23,3.13,1536.6270190943362
2580,0.41,Premium,E,VS1,62.3,59.0,4.76,4.74,2.96,1227.8573421434344
2581,1.06,Ideal,G,VS2,61.8,57.0,6.52,6.56,4.04,6012.459598012522
2582,0.72,Ideal,J,SI1,62.6,56.0,5.67,5.74,3.57,1718.9558235192715
2583,1.54,Ideal,H,SI2,60.9,56.0,7.45,7.43,4.53,8091.230069708939
2584,0.76,Ideal,D,SI1,61.2,57.0,5.88,5.91,3.61,3276.1971865167293
2585,1.01,Very Good,D,VS2,60.4,58.0,6.47,6.57,3.94,6119.737035902921
2586,1.0,Fair,G,VVS2,65.5,54.0,6.3,6.22,4.1,5647.830129340437
2587,2.02,Very Good,H,SI2,59.9,55.0,8.17,8.28,4.93,12861.601057126929
2588,0.32,Very Good,F,VS2,63.2,58.0,4.35,4.32,2.74,640.6581949068426
2589,0.32,Ideal,D,SI1,62.0,57.0,4.4,4.37,2.72,644.4648861817824
2590,2.43,Premium,I,SI2,62.2,60.0,8.59,8.53,5.33,16624.341115908745
2591,0.92,Very Good,E,SI1,63.3,57.0,6.22,6.17,3.92,4285.7030480211815
2592,0.41,Ideal,J,VS1,62.7,57.0,4.72,4.75,2.97,761.8831551286147
2593,0.38,Premium,H,VS2,60.5,59.0,4.69,4.66,2.83,793.7416842815401
2594,1.71,Very Good,E,SI1,63.4,56.0,7.58,7.5,4.78,13778.370709551009
2595,0.9,Very Good,I,SI1,61.4,55.0,6.19,6.28,3.83,3036.68162177475
2596,0.43,Very Good,F,VS1,63.4,57.0,4.8,4.76,3.03,1244.01708764136
2597,0.7,Very Good,G,VS2,58.2,60.0,5.84,5.78,3.38,2658.97201863641
2598,0.51,Ideal,E,VS2,62.0,54.0,5.16,5.13,3.19,1708.6175088039765
2599,0.4,Good,E,SI1,63.5,58.0,4.65,4.67,2.96,857.3601401031337
2600,0.9,Premium,I,SI1,60.9,56.0,6.26,6.21,3.8,3137.881837304534
2601,0.78,Good,E,SI2,63.7,54.0,5.82,5.77,3.69,2496.779497335885
2602,1.12,Premium,F,SI2,60.5,59.0,6.73,6.79,4.09,4990.239515964395
2603,0.4,Premium,E,SI1,60.8,62.0,4.76,4.72,2.88,919.3885412161676
2604,0.51,Very Good,J,SI1,62.6,59.0,5.06,5.1,3.18,856.1991260387913
2605,1.01,Fair,E,SI2,67.6,57.0,6.21,6.11,4.18,3772.826581231538
2606,0.52,Ideal,E,VS2,61.7,55.0,5.16,5.21,3.2,1764.018845873461
2607,0.41,Ideal,E,VS2,61.8,56.0,4.78,4.74,2.94,1131.9477981234852
2608,1.05,Premium,G,SI2,60.1,60.0,6.58,6.66,3.98,4151.215139144642
2609,2.02,Very Good,G,SI2,62.8,55.0,8.06,8.11,5.08,13851.698124912296
2610,0.9,Very Good,I,SI2,60.9,63.0,6.21,6.13,3.76,2501.757225595197
2611,0.64,Premium,D,VS2,60.9,59.0,5.6,5.63,3.42,2664.7666113982705
2612,1.22,Premium,I,SI1,62.1,58.0,6.89,6.8,4.25,5541.906861376296
2613,1.32,Very Good,H,SI1,62.4,58.0,7.02,7.09,4.4,6954.368297859774
2614,2.2,Premium,I,SI2,63.0,59.0,8.22,8.19,5.17,13752.862735924715
2615,1.0,Ideal,G,VS2,62.6,57.0,6.47,6.4,4.03,5406.0243756757445
2616,0.54,Premium,H,VS1,61.9,56.0,5.29,5.24,3.26,1711.9582757450355
2617,2.25,Ideal,I,SI2,62.4,57.0,8.39,8.32,5.21,14719.097996279434
2618,1.13,Very Good,H,SI2,62.5,62.0,6.59,6.66,4.14,4252.758749327115
2619,0.62,Premium,F,SI2,61.7,60.0,5.48,5.45,3.37,1639.229275269467
2620,0.9,Fair,D,SI2,64.7,59.0,6.09,5.99,3.91,3185.369324836094
2621,0.38,Ideal,D,VS2,61.8,56.0,4.65,4.67,2.88,1020.6113943058313
2622,0.4,Very Good,D,SI1,63.1,57.0,4.73,4.69,2.97,933.8503115059146
2623,0.61,Premium,D,VS1,62.4,57.0,5.46,5.44,3.4,2710.45499036173
2624,1.5,Good,J,VS1,64.1,55.0,7.23,7.13,4.6,8078.100191817545
2625,1.25,Ideal,G,SI1,62.5,54.0,6.88,6.85,4.29,7173.608220906657
2626,1.01,Fair,E,SI2,60.0,60.0,6.48,6.38,3.86,3833.1688900828303
2627,0.83,Premium,G,SI2,61.6,57.0,6.06,6.02,3.72,2677.9780282915417
2628,1.53,Ideal,H,SI1,62.3,57.0,7.41,7.36,4.6,9676.466151145141
2629,0.71,Ideal,E,VS1,62.4,56.0,5.75,5.7,3.57,3535.2005633642275
2630,0.38,Good,H,SI1,63.3,57.0,4.58,4.62,2.91,642.9780365758328
2631,0.74,Ideal,F,SI1,61.2,56.0,5.83,5.87,3.58,2840.559063810481
2632,0.84,Good,G,VS2,63.6,59.0,5.89,5.94,3.76,3542.258058147001
2633,0.75,Ideal,E,SI1,61.4,57.0,5.82,5.87,3.59,3057.0182233869955
2634,0.42,Premium,H,VS1,61.7,59.0,4.76,4.83,2.96,1056.7271292048424
2635,0.94,Premium,E,SI2,62.4,58.0,6.26,6.33,3.93,3756.508983139867
2636,0.72,Very Good,F,VVS2,59.2,63.0,5.77,5.86,3.44,3575.257023879969
2637,0.3,Premium,E,VS2,62.4,59.0,4.3,4.26,2.67,613.8084965705443
2638,0.41,Very Good,E,SI2,63.3,56.0,4.73,4.69,2.98,771.865954447704
2639,0.43,Ideal,D,VS2,61.3,55.0,4.84,4.88,2.98,1289.2322795513617
2640,2.24,Premium,I,SI2,61.9,58.0,8.29,8.36,5.15,14231.196019940438
2641,0.84,Very Good,G,VS2,61.8,57.0,6.04,6.07,3.74,3706.0643258675555
2642,1.12,Very Good,E,SI2,60.9,63.0,6.59,6.65,4.03,5082.497519990834
2643,0.34,Premium,I,VS1,61.0,60.0,4.51,4.48,2.74,639.1917898689367
2644,0.3,Premium,G,VS1,62.5,55.0,4.32,4.25,2.68,614.2312145548588
2645,0.7,Ideal,G,VS1,61.4,57.0,5.7,5.73,3.51,3069.3255119206833
2646,1.0,Premium,F,SI1,59.7,60.0,6.48,6.51,3.88,4907.31703793623
2647,0.43,Ideal,D,VS2,61.8,56.0,4.81,4.83,2.98,1287.3060898029812
2648,1.01,Ideal,H,SI1,62.4,53.0,6.42,6.47,4.02,4427.337905399332
2649,0.71,Good,D,SI2,56.6,63.0,5.9,5.76,3.3,2214.7075361125303
2650,1.12,Ideal,E,SI2,62.0,57.0,6.61,6.63,4.11,5351.407231823808
2651,0.72,Ideal,H,VS2,62.8,57.0,5.74,5.7,3.59,2684.940295123084
2652,0.71,Premium,E,SI1,61.8,59.0,5.75,5.7,3.54,2707.220579850136
2653,0.52,Ideal,D,VS2,61.9,55.0,5.19,5.21,3.22,1843.278666631165
2654,0.3,Premium,D,VS1,60.2,59.0,4.39,4.42,2.65,714.5153817057019
2655,0.35,Premium,E,VS2,61.6,58.0,4.57,4.52,2.8,823.3251275652802
2656,0.32,Ideal,I,VS2,61.5,56.0,4.4,4.41,2.71,523.1507044995753
2657,1.01,Very Good,I,SI1,64.2,55.0,6.28,6.34,4.05,3748.6637922216723
2658,0.58,Ideal,E,VS2,61.9,57.0,5.37,5.33,3.31,2170.603662154688
2659,0.9,Good,J,SI1,64.3,63.0,6.05,6.01,3.88,2391.950617932261
2660,0.27,Very Good,F,VVS1,62.0,58.0,4.18,4.21,2.6,608.8558954682204
2661,0.41,Ideal,D,VS1,61.8,57.0,4.8,4.75,2.95,1314.3228403221408
2662,1.01,Very Good,H,VS2,63.5,61.0,6.32,6.24,3.99,4822.537484888352
2663,1.01,Fair,G,SI2,68.5,63.0,6.08,6.0,4.14,3339.8971824867444
2664,0.38,Ideal,I,SI1,61.5,56.0,4.67,4.7,2.88,628.9815551448555
2665,1.09,Premium,G,VS2,59.9,56.0,6.73,6.59,3.99,6295.810623746054
2666,1.01,Ideal,F,SI2,62.9,57.0,6.35,6.41,4.01,4171.410488365058
2667,0.41,Premium,G,VS1,60.7,58.0,4.83,4.79,2.92,1104.7953548954958
2668,1.5,Very Good,I,SI1,60.2,63.0,7.38,7.33,4.43,7948.947962766627
2669,1.23,Ideal,G,VS2,61.5,54.0,6.92,6.89,4.25,8012.112140071738
2670,0.51,Very Good,F,VS2,62.0,58.0,5.08,5.11,3.16,1538.6536785271467
2671,0.73,Ideal,I,VS1,62.1,54.0,5.77,5.8,3.59,2745.824700762707
2672,0.43,Very Good,E,SI1,63.1,56.0,4.83,4.8,3.04,1025.6318662702083
2673,1.58,Ideal,G,VS1,61.3,57.0,7.48,7.54,4.6,14196.437338050879
2674,0.53,Ideal,E,VS2,62.7,54.0,5.18,5.15,3.24,1833.0476532947432
2675,0.65,Very Good,F,VS2,64.0,55.3,5.5,5.57,3.54,2419.4820289788095
2676,0.35,Premium,H,VS1,62.6,59.0,4.5,4.45,2.8,753.3827754084889
2677,2.1,Premium,J,VS2,61.3,59.0,8.27,8.21,5.05,14590.681292291045
2678,1.04,Ideal,H,VS1,62.7,55.0,6.43,6.49,4.05,5955.0035142077695
2679,1.35,Premium,J,SI1,61.1,61.0,7.13,7.1,4.35,5519.716757625595
2680,1.06,Ideal,H,SI2,62.5,57.1,6.46,6.5,4.05,3973.540039423043
2681,1.0,Very Good,F,VS2,61.6,56.0,6.42,6.47,3.97,5477.788521891296
2682,0.7,Very Good,F,VVS1,63.0,60.0,5.59,5.62,3.53,3634.07808532677
2683,0.38,Premium,F,VS1,60.9,58.0,4.71,4.68,2.86,1017.6706796035592
2684,0.39,Good,G,VS2,63.7,53.0,4.62,4.67,2.96,841.592592740459
2685,0.83,Good,H,SI2,63.9,56.0,5.99,5.93,3.81,2313.036780799121
2686,0.9,Very Good,F,VVS2,61.0,63.0,6.13,6.09,3.73,5444.8609856534795
2687,0.7,Fair,H,SI1,65.5,57.0,5.59,5.55,3.65,1903.0595958647564
2688,0.42,Premium,F,VVS2,61.7,59.0,4.78,4.82,2.96,1330.5899230020289
2689,1.23,Premium,F,VS2,60.8,59.0,6.9,6.94,4.21,8298.177712599607
2690,0.32,Ideal,F,VS2,61.2,56.0,4.41,4.44,2.71,673.8461146610769
2691,1.08,Premium,G,VS1,61.5,61.0,6.62,6.55,4.05,6803.545718919672
2692,0.43,Premium,G,SI1,62.6,59.0,4.8,4.82,3.01,936.6139182167332
2693,1.5,Very Good,G,VVS2,60.9,56.0,7.34,7.37,4.48,13451.48755328679
2694,0.38,Good,D,VVS1,61.3,61.0,4.68,4.72,2.88,1222.5624916977806
2695,0.73,Good,E,SI1,63.2,58.0,5.7,5.76,3.62,2656.3676994004863
2696,1.01,Very Good,H,SI1,61.9,57.0,6.36,6.41,3.95,4211.143519167844
2697,0.4,Premium,F,VS1,62.5,59.0,4.69,4.66,2.92,1114.1663687474193
2698,1.57,Ideal,J,VVS2,61.4,57.0,7.45,7.5,4.59,10434.885869206697
2699,1.29,Ideal,J,VS2,60.9,58.0,7.05,7.0,4.28,5961.683164001104
2700,0.25,Very Good,F,VVS2,62.4,55.0,4.03,4.06,2.52,490.00162066835355
2701,0.34,Ideal,E,VS2,62.5,55.0,4.45,4.48,2.79,792.1900912796619
2702,0.39,Premium,F,SI1,60.1,59.0,4.77,4.74,2.86,837.38349255541
2703,0.41,Ideal,F,VVS1,61.9,56.0,4.79,4.77,2.96,1406.035294223857
2704,0.53,Ideal,E,VS2,62.8,55.0,5.21,5.17,3.26,1832.1207666537398
2705,1.25,Premium,G,VS1,61.8,58.0,6.94,6.91,4.28,8962.618602324994
2706,0.71,Premium,F,VS1,61.1,58.0,5.76,5.72,3.51,3296.1141735662536
2707,0.36,Ideal,E,VS2,62.6,56.0,4.56,4.52,2.84,884.5937067599926
2708,0.51,Very Good,E,VVS2,61.3,55.0,5.14,5.16,3.16,1977.0880735387059
2709,0.5,Ideal,D,VVS2,60.4,54.0,5.23,5.17,3.14,2099.657945034434
2710,0.91,Premium,D,SI1,63.0,59.0,6.15,6.11,3.86,4487.844577185043
2711,0.32,Premium,G,VS1,61.4,58.0,4.4,4.36,2.69,691.812888736567
2712,1.11,Ideal,J,SI2,62.6,54.0,6.61,6.64,4.15,3210.5650369531654
2713,2.16,Premium,J,SI1,60.5,59.0,8.41,8.35,5.07,13432.583695239859
2714,1.19,Premium,E,VS1,59.8,58.0,7.01,6.94,4.17,9209.14635270633
2715,0.35,Ideal,E,VS1,61.9,56.0,4.53,4.55,2.81,932.3321198264965
2716,0.54,Very Good,F,VS1,61.6,59.0,5.26,5.2,3.22,1916.6736433502617
2717,0.34,Ideal,F,VS2,60.7,56.0,4.56,4.53,2.76,759.1306834947675
2718,1.27,Premium,J,SI2,60.4,58.0,7.04,7.0,4.24,4072.193157849646
2719,0.47,Ideal,H,IF,62.4,57.0,4.97,5.0,3.11,1673.9724157232283
2720,1.22,Premium,H,VS1,58.9,59.0,7.02,6.96,4.12,7970.8822092870605
2721,1.76,Ideal,I,SI2,61.2,55.0,7.79,7.76,4.76,9306.647313592157
2722,0.53,Very Good,G,SI1,63.4,54.0,5.09,5.13,3.24,1354.467362345467
2723,0.35,Premium,D,VS2,59.7,58.0,4.61,4.57,2.74,862.9893082317162
2724,1.5,Good,H,SI2,63.6,60.0,7.3,7.23,4.63,7022.982246540017
2725,2.04,Premium,G,SI2,60.3,59.0,8.23,8.3,4.98,14512.977549308782
2726,0.31,Ideal,H,VVS1,62.3,53.0,4.35,4.38,2.72,721.1082365578025
2727,0.55,Premium,D,VVS1,60.3,59.0,5.34,5.3,3.21,2633.4475387007687
2728,0.7,Ideal,G,SI1,61.9,58.0,5.66,5.69,3.51,2396.1671290958343
2729,0.52,Premium,F,SI1,59.5,59.0,5.24,5.31,3.14,1433.2848515302217
2730,0.32,Ideal,G,VS2,60.3,57.0,4.46,4.43,2.68,636.7081723324867
2731,0.29,Very Good,G,VVS1,62.0,58.0,4.19,4.23,2.61,653.6601082141059
2732,1.21,Ideal,I,VVS1,61.6,55.0,6.88,6.8,4.21,8392.528133497819
2733,1.27,Ideal,F,VS2,62.8,56.0,6.9,6.86,4.32,9002.081416567728
2734,0.37,Very Good,D,SI1,61.0,62.0,4.61,4.64,2.82,803.5560537523714
2735,1.01,Premium,F,SI1,60.6,58.0,6.54,6.49,3.95,5017.010135366757
2736,0.76,Ideal,F,VS2,61.0,55.0,5.89,5.92,3.6,3435.4466962258325
2737,0.59,Ideal,E,SI1,62.9,57.0,5.36,5.33,3.36,1946.4748517752575
2738,1.8,Good,I,SI2,63.2,58.0,7.66,7.75,4.87,8816.250748001508
2739,0.75,Ideal,F,SI2,62.1,55.0,5.83,5.87,3.63,2395.231869754083
2740,1.07,Ideal,D,IF,60.9,54.0,6.66,6.73,4.08,10012.040494339668
2741,0.4,Premium,D,VS2,59.1,57.0,4.87,4.81,2.86,1113.7096081787452
2742,0.28,Good,J,VVS2,58.4,60.0,4.27,4.33,2.51,376.0100984145523
2743,0.71,Very Good,E,VS2,62.9,57.0,5.68,5.7,3.58,3014.2805479179037
2744,0.6,Ideal,I,SI2,62.2,54.0,5.4,5.44,3.37,1222.4409254005645
2745,1.05,Ideal,F,VVS2,62.1,54.0,6.55,6.52,4.06,7674.296445576503
2746,0.33,Ideal,E,VVS1,61.5,56.0,4.49,4.46,2.75,984.9816488376806
2747,0.71,Ideal,E,VS2,62.0,57.0,5.71,5.74,3.55,3163.605130751106
2748,1.01,Premium,F,SI1,62.8,59.0,6.4,6.36,4.01,4979.2371374727045
2749,0.33,Premium,I,VS1,61.6,60.0,4.42,4.45,2.73,601.1198457060885
2750,0.9,Very Good,F,VS2,64.2,59.0,6.07,6.11,3.91,4449.404068394294
2751,0.74,Ideal,F,VS1,62.3,57.0,5.79,5.77,3.6,3624.512370414094
2752,1.04,Premium,G,I1,62.2,58.0,6.46,6.41,4.0,2928.2000425106603
2753,0.51,Ideal,D,VS2,62.4,55.0,5.12,5.14,3.2,1774.3608280307894
2754,0.58,Very Good,H,SI1,63.3,56.0,5.34,5.31,3.37,1485.7766224809504
2755,1.02,Very Good,D,SI2,63.4,59.0,6.41,6.37,4.05,4458.193183319245
2756,0.41,Ideal,I,VS2,62.0,57.0,4.74,4.77,2.95,830.7478385529582
2757,0.43,Ideal,I,VVS2,62.6,57.0,4.79,4.82,3.01,1101.8101440180358
2758,1.13,Ideal,E,VS2,61.4,58.0,6.71,6.74,4.13,7592.1358005592465
2759,0.39,Fair,E,SI1,65.6,60.0,4.5,4.56,2.97,759.7712580898362
2760,1.0,Premium,J,SI2,62.7,58.0,6.32,6.28,3.95,2579.6614250365465
2761,0.56,Good,E,VS2,62.3,63.0,5.22,5.27,3.27,1847.4554036813274
2762,1.15,Premium,G,SI1,63.0,59.0,6.68,6.63,4.19,5975.479382826015
