link,ean,catI,catII,catIII,descricao,preco,imagem_link
https://www.superabc.com.br/7896534700478-far-tgo-sm-intg-1kg/p,7896534700478,Mercearia,Funcionais, Diet e Light,Integrais,FARINHA DE TRIGO SM INTEGRAL 1KG - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/257005-1000-1000/7896534700478.jpg?v=637002288550470000
https://www.superabc.com.br/7891089056964-cog-shitake-secchi-mastroiani-sache-20g/p,7891089056964,Mercearia,Conservas e Enlatados,Outros,COGUMELO SHITAKE SECCHI MASTROIANI SACHE 20G - UNIDADE,11.69,https://abcemcasa.vteximg.com.br/arquivos/ids/254048-1000-1000/7891089056964.jpg?v=637002254396830000
https://www.superabc.com.br/7896045503414cerv-lata-kaiser-473ml/p,7896045503414,Bebidas,Cervejas,Pilsen,CERVEJA LATA KAISER 473ML - UNIDADE,2.59,https://abcemcasa.vteximg.com.br/arquivos/ids/238845-1000-1000/7896045503414.jpg?v=636935435128130000
https://www.superabc.com.br/7896496981175bisc-org-mae-terra-intg-4-cast-25g/p,7896496981175,Mercearia,Funcionais, Diet e Light,Orgânicos,BISCOITO ORGÂNICO MÃE TERRA INTEGRAL 4 CASTANHA 25G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/251600-1000-1000/7896496981175.jpg?v=637002225867700000
https://www.superabc.com.br/7896058516104bala-dori-goma-tubo-frutas-sort-960g/p,7896058516104,Mercearia,Bomboniere,Guloseimas,BALA DORI GOMA TUBO FRUTAS SORTIDAS 960G - UNIDADE,18.39,https://abcemcasa.vteximg.com.br/arquivos/ids/250470-1000-1000/7896058516104.jpg?v=637002220975000000
https://www.superabc.com.br/7897395099367-cerv-gfa-petra-puro-malte-600ml/p,7897395099367,Bebidas,Cervejas,Artesanais,CERVEJA GARRAFA PETRA PURO MALTE 600ML - UNIDADE,5.69,https://abcemcasa.vteximg.com.br/arquivos/ids/241595-1000-1000/7897395099367.jpg?v=636936310474200000
https://www.superabc.com.br/7891089056902-cog-funghi-secchi-mastroiani-sache-40g/p,7891089056902,Mercearia,Conservas e Enlatados,Outros,COGUMELO FUNGHI SECCHI MASTROIANI SACHE 40G - UNIDADE,11.99,https://abcemcasa.vteximg.com.br/arquivos/ids/254030-1000-1000/7891089056902.jpg?v=637002254309600000
https://www.superabc.com.br/7896496980857bisc-org-mae-terra-intg-cacau-cast-120g/p,7896496980857,Mercearia,Funcionais, Diet e Light,Orgânicos,BISCOITO ORGÂNICO MÃE TERRA INTEGRAL CACAU CASTANHA 120G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/251602-1000-1000/7896496980857.jpg?v=637002225880830000
https://www.superabc.com.br/7896058511550pirulito-dori-mastigavel-yogurte-105g/p,7896058511550,Mercearia,Bomboniere,Guloseimas,PIRULITO DORI MASTIGAVEL YOGURTE 105G - UNIDADE,4.19,https://abcemcasa.vteximg.com.br/arquivos/ids/264815-1000-1000/7896058511550.jpg?v=637002351104670000
https://www.superabc.com.br/7891149108510cerveva-patagonia-bohemian-pilsen-740ml/p,7891149108510,Bebidas,Cervejas,Pilsen,CERV PATAGONIA BOHEMIAN PILSEN 740ML - CERVEJA PATAGONIA BOHEMIAN PILSEN 740ML,15.9,https://abcemcasa.vteximg.com.br/arquivos/ids/274630-1000-1000/7891149108510.jpg?v=637122774352770000
https://www.superabc.com.br/7891089019877-cog-shitake-secchi-mastroiani-pt-50g/p,7891089019877,Mercearia,Conservas e Enlatados,Outros,COGUMELO SHITAKE SECCHI MASTROIANI PT 50G - UNIDADE,28.69,https://abcemcasa.vteximg.com.br/arquivos/ids/254047-1000-1000/7891089019877.jpg?v=637002254393630000
https://www.superabc.com.br/7896496972609snacks-reamix-fruta-cacau-25g/p,7896496972609,Mercearia,Funcionais, Diet e Light,Cereais,SNACKS REAMIX FRUTA CACAU 25G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/241494-1000-1000/7896496972609.jpg?v=636936309944000000
https://www.superabc.com.br/7896058505467bala-dori-gomets-gomos-100g/p,7896058505467,Mercearia,Bomboniere,Guloseimas,BALA DORI GOMETS GOMOS 100G - UNIDADE,3.19,https://abcemcasa.vteximg.com.br/arquivos/ids/250480-1000-1000/7896058505467.jpg?v=637002221024300000
https://www.superabc.com.br/7891000502204tempero-grill-120g/p,7891000502204,Mercearia,Conservas e Enlatados,Condimento e Temperos,TEMPERO GRILL 120G - PACOTE,5.99,https://abcemcasa.vteximg.com.br/arquivos/ids/222927-1000-1000/7891000502204.jpg?v=636933733180300000
https://www.superabc.com.br/7898925943075cerv-gfa-colorado-demoiselle-600ml/p,7898925943075,Bebidas,Cervejas,Artesanais,CERVEJA GARRAFA COLORADO DEMOISELLE 600ML,14.9,https://abcemcasa.vteximg.com.br/arquivos/ids/274634-1000-1000/7898925943075.jpg?v=637122803922200000
https://www.superabc.com.br/7891000242735-temp-maggi-natusabor-salsa-ceb-40g/p,7891000242735,Mercearia,Conservas e Enlatados,Condimento e Temperos,TEMPERO MAGGI NATUSABOR SALSA CEBOLA 40G - UNIDADE,2.99,https://abcemcasa.vteximg.com.br/arquivos/ids/222842-1000-1000/7891000242735.jpg?v=636933732795900000
https://www.superabc.com.br/7896496972210granola-mae-terra-ban-cacau-1kg/p,7896496972210,Mercearia,Funcionais, Diet e Light,Integrais,GRANOLA MAE TERRA BANANA CACAU 1KG - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/258342-1000-1000/7896496972210.jpg?v=637002295019970000
https://www.superabc.com.br/7896058504217pirulito-bolete-t-fruti-400g/p,7896058504217,Mercearia,Bomboniere,Guloseimas,PIRULITO BOLETE T FRUTI 400G - UNIDADE,8.39,https://abcemcasa.vteximg.com.br/arquivos/ids/264810-1000-1000/7896058504217.jpg?v=637002351095100000
https://www.superabc.com.br/7898149995669cerv-gfa-estrella-sirius-puro-malte600ml/p,7898149995669,Bebidas,Cervejas,Pilsen,CERVEJA GARRAFA ESTRELLA SIRIUS PURO MALTE600ML - UNIDADE,5.19,https://abcemcasa.vteximg.com.br/arquivos/ids/269288-1000-1000/7898149995669.jpg?v=637008076458600000
https://www.superabc.com.br/7896496972104granola-mae-terra-frutas-mel-s-a-250g/p,7896496972104,Mercearia,Funcionais, Diet e Light,Integrais,GRANOLA MAE TERRA FRUTAS MEL S/A 250G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/258346-1000-1000/7896496972104.jpg?v=637002295042800000
https://www.superabc.com.br/7891000242636-temp-maggi-natusabor-alho-ceb-40g/p,7891000242636,Mercearia,Conservas e Enlatados,Condimento e Temperos,TEMPERO MAGGI NATUSABOR ALHO CEBOLA 40G - UNIDADE,2.99,https://abcemcasa.vteximg.com.br/arquivos/ids/222841-1000-1000/7891000242636.jpg?v=636933732793100000
https://www.superabc.com.br/7896058503326bala-dori-sm-hortela-ref-150g/p,7896058503326,Mercearia,Bomboniere,Guloseimas,BALA DORI SM HORTELA REF 150G - UNIDADE,4.39,https://abcemcasa.vteximg.com.br/arquivos/ids/250507-1000-1000/7896058503326.jpg?v=637002221162300000
https://www.superabc.com.br/7896496972012granola-mae-terra-mel-cast-trad-1kg/p,7896496972012,Mercearia,Funcionais, Diet e Light,Integrais,GRANOLA MAE TERRA MEL CASTANHA TRADICIONAL 1KG - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/258348-1000-1000/7896496972012.jpg?v=637002295054270000
https://www.superabc.com.br/7891000242612-temp-maggi-natusabor-tom-erva-40g/p,7891000242612,Mercearia,Conservas e Enlatados,Condimento e Temperos,TEMPERO MAGGI NATUSABOR TOMATE ERVA 40G - UNIDADE,2.99,https://abcemcasa.vteximg.com.br/arquivos/ids/243277-1000-1000/7891000242612.jpg?v=636943339733330000
https://www.superabc.com.br/7898149995201cerv-lata-brussels-puro-malte-473ml/p,7898149995201,Bebidas,Cervejas,Pilsen,CERVEJA LATA BRUSSELS PURO MALTE 473ML - UNIDADE,2.59,https://abcemcasa.vteximg.com.br/arquivos/ids/274753-1000-1000/7898149995201.png?v=637167054087700000
https://www.superabc.com.br/7896058503289bala-dura-dori-gota-cola-150g/p,7896058503289,Mercearia,Bomboniere,Guloseimas,BALA DURA DORI GOTA COLA 150G - UNIDADE,4.39,https://abcemcasa.vteximg.com.br/arquivos/ids/250514-1000-1000/7896058503289.jpg?v=637002221196270000
https://www.superabc.com.br/7896496972005granola-mae-terra-cast-mel-trad-250g/p,7896496972005,Mercearia,Funcionais, Diet e Light,Integrais,GRANOLA MAE TERRA CASTANHA MEL TRADICIONAL 250G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/258344-1000-1000/7896496972005.jpg?v=637002295031230000
https://www.superabc.com.br/7891000102336-temp-maggi-fgo-asd-gal-caip-25g/p,7891000102336,Mercearia,Conservas e Enlatados,Condimento e Temperos,TEMPERO MAGGI FRANGO ASSADO GALINHA CAIPIRA 25G - UNIDADE,4.19,https://abcemcasa.vteximg.com.br/arquivos/ids/222779-1000-1000/7891000102336.jpg?v=636933732540400000
https://www.superabc.com.br/7896496971831trato-mix-mae-terra-completo-200g/p,7896496971831,Mercearia,Funcionais, Diet e Light,Integrais,TRATO MIX MAE TERRA COMPLETO 200G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/243304-1000-1000/7896496971831.jpg?v=636943339883900000
https://www.superabc.com.br/7898929988980cerv-gfa-wals-verano-600ml/p,7898929988980,Bebidas,Cervejas,Artesanais,CERVEJA GARRAFA WALS VERANO 600ML - UNIDADE,15.9,https://abcemcasa.vteximg.com.br/arquivos/ids/269367-1000-1000/7898929988980.jpg?v=637008076886730000
https://www.superabc.com.br/7896058503128bala-dori-sm-yorgurte-150g/p,7896058503128,Mercearia,Bomboniere,Guloseimas,BALA DORI SM YORGURTE 150G - UNIDADE,4.39,https://abcemcasa.vteximg.com.br/arquivos/ids/250510-1000-1000/7896058503128.jpg?v=637002221175900000
https://www.superabc.com.br/7896496940158acucar-demerara-mae-terra-400g/p,7896496940158,Mercearia,Funcionais, Diet e Light,Integrais,AÇÚCAR DEMERARA MAE TERRA 400G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/249318-1000-1000/7896496940158.jpg?v=637002213675800000
https://www.superabc.com.br/3000000161104az-vde-fat-conserva-kg/p,3000000161104,Mercearia,Conservas e Enlatados,Outros,AZEITONA VERDE FAT CONSERVA KG,20.0,https://abcemcasa.vteximg.com.br/arquivos/ids/250396-1000-1000/3000000161104.jpg?v=637002218060130000
https://www.superabc.com.br/7898377661039-cerv-gfa-black-princess-doctor-600ml/p,7898377661039,Bebidas,Cervejas,Artesanais,CERVEJA GARRAFA BLACK PRINCESS DOCTOR 600ML - UNIDADE,13.39,https://abcemcasa.vteximg.com.br/arquivos/ids/241321-1000-1000/7898377661039.jpg?v=636936308976700000
https://www.superabc.com.br/7896058502152bala-dori-rech-yogurte-150g/p,7896058502152,Mercearia,Bomboniere,Guloseimas,BALA DORI RECHEADA YOGURTE 150G - UNIDADE,4.39,https://abcemcasa.vteximg.com.br/arquivos/ids/250504-1000-1000/7896058502152.jpg?v=637002221146300000
https://www.superabc.com.br/1615alcaparras-conserva-kg/p,1615,Mercearia,Conservas e Enlatados,Outros,ALCAPARRAS CONSERVA KG,34.9,https://abcemcasa.vteximg.com.br/arquivos/ids/249451-1000-1000/1615.jpg?v=637002214211930000
https://www.superabc.com.br/7896496921126far-trigo-org-intg-mae-terra-500g/p,7896496921126,Mercearia,Funcionais, Diet e Light,Integrais,FAR TRIGO ORG INTEGRAL MAE TERRA 500G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/256960-1000-1000/7896496921126.jpg?v=637002288391000000
https://www.superabc.com.br/7898377661015cerv-gfa-black-princess-back-600ml/p,7898377661015,Bebidas,Cervejas,Artesanais,CERVEJA GARRAFA BLACK PRINCESS BACK 600ML - UNIDADE,13.39,https://abcemcasa.vteximg.com.br/arquivos/ids/241320-1000-1000/7898377661015.jpg?v=636936308972000000
https://www.superabc.com.br/7896496917709bisc-org-mae-terra-tribos-cacau-130g/p,7896496917709,Mercearia,Funcionais, Diet e Light,Orgânicos,BISCOITO ORGÂNICO MÃE TERRA TRIBOS CACAU 130G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/251608-1000-1000/7896496917709.jpg?v=637002225909930000
https://www.superabc.com.br/7896058501735bala-dori-gomets-urso-de-frutas-100g/p,7896058501735,Mercearia,Bomboniere,Guloseimas,BALA DORI GOMETS URSO DE FRUTAS 100G - UNIDADE,10.39,https://abcemcasa.vteximg.com.br/arquivos/ids/250493-1000-1000/7896058501735.jpg?v=637002221092930000
https://www.superabc.com.br/1613az-pta-c-c-conserva-kg/p,1613,Mercearia,Conservas e Enlatados,Outros,AZEITONA PRETA C/CAROÇO CONSERVA KG,39.98,https://abcemcasa.vteximg.com.br/arquivos/ids/250370-1000-1000/1613.jpg?v=637002217970630000
https://www.superabc.com.br/7898377660971cerv-gfa-black-princess-miss-600ml/p,7898377660971,Bebidas,Cervejas,Artesanais,CERVEJA GARRAFA BLACK PRINCESS MISS 600ML - UNIDADE,13.39,https://abcemcasa.vteximg.com.br/arquivos/ids/241319-1000-1000/7898377660971.jpg?v=636936308966230000
https://www.superabc.com.br/7896496917020bisc-org-mae-terra-tribos-orig-50g/p,7896496917020,Mercearia,Funcionais, Diet e Light,Orgânicos,BISCOITO ORGÂNICO MÃE TERRA TRIBOS ORIGINAL 50G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/251614-1000-1000/7896496917020.jpg?v=637002225941700000
https://www.superabc.com.br/7896058501704bala-dori-gomets-deliket-100g/p,7896058501704,Mercearia,Bomboniere,Guloseimas,BALA DORI GOMETS DELIKET 100G - PACOTE,3.19,https://abcemcasa.vteximg.com.br/arquivos/ids/250478-1000-1000/7896058501704.jpg?v=637002221016000000
https://www.superabc.com.br/1612az-vde-c-c-conserva-kg/p,1612,Mercearia,Conservas e Enlatados,Outros,AZEITONA VERDE C/CAROÇO  CONSERVA KG,14.0,https://abcemcasa.vteximg.com.br/arquivos/ids/250381-1000-1000/1612.jpg?v=637002218010700000
https://www.superabc.com.br/7898377660575cerv-gfa-black-princess-gold-600ml/p,7898377660575,Bebidas,Cervejas,Artesanais,CERVEJA GARRAFA BLACK PRINCESS GOLD 600ML - UNIDADE,13.39,https://abcemcasa.vteximg.com.br/arquivos/ids/269319-1000-1000/7898377660575.jpg?v=637008076621800000
https://www.superabc.com.br/7896496917006bisc-org-mae-terra-tribos-azeite-50g/p,7896496917006,Mercearia,Funcionais, Diet e Light,Orgânicos,BISCOITO ORGÂNICO MÃE TERRA TRIBOS AZEITE 50G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/251606-1000-1000/7896496917006.jpg?v=637002225900870000
https://www.superabc.com.br/7896058501698bala-dori-gomets-anel-frutas-acidas-100g/p,7896058501698,Mercearia,Bomboniere,Guloseimas,BALA DORI GOMETS ANEL FRUTAS ACIDAS 100G - UNIDADE,1.75,https://abcemcasa.vteximg.com.br/arquivos/ids/250476-1000-1000/7896058501698.jpg?v=637002221003800000
https://www.superabc.com.br/1609az-vde-s-c-conserva-kg/p,1609,Mercearia,Conservas e Enlatados,Outros,AZEITONA VERDE S/CAROÇO CONSERVA KG,18.9,https://abcemcasa.vteximg.com.br/arquivos/ids/250401-1000-1000/1609.jpg?v=637002218082370000
https://www.superabc.com.br/7896336002732-pacoca-pacoquita-diet-c-8/p,7896336002732,Mercearia,Funcionais, Diet e Light,Diet,PAÇOCA PACOQUITA DIET COM 8 - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/263576-1000-1000/7896336002732.jpg?v=637002347662100000
https://www.superabc.com.br/7896058501582bala-dori-rech-lua-cheia-chant-150g/p,7896058501582,Mercearia,Bomboniere,Guloseimas,BALA DORI RECHEADA LUA CHEIA CHANT 150G - UNIDADE,4.39,https://abcemcasa.vteximg.com.br/arquivos/ids/250499-1000-1000/7896058501582.jpg?v=637002221121270000
https://www.superabc.com.br/7898377660377cerv-gfa-black-princess-escura-600ml/p,7898377660377,Bebidas,Cervejas,Artesanais,CERVEJA GARRAFA BLACK PRINCESS ESCURA 600ML - UNIDADE,11.79,https://abcemcasa.vteximg.com.br/arquivos/ids/239707-1000-1000/7898377660377.jpg?v=636935439130400000
https://www.superabc.com.br/1602ovos-codorna-conserva-kg-/p,1602,Mercearia,Conservas e Enlatados,Outros,OVOS CODORNA CONSERVA KG,29.9,https://abcemcasa.vteximg.com.br/arquivos/ids/263522-1000-1000/1602.jpg?v=637002339674500000
https://www.superabc.com.br/7896292005754adoc-culinaria-lowcucar-400g/p,7896292005754,Mercearia,Funcionais, Diet e Light,Diet,ADOÇANTE CULINARIA LOWCUCAR 400G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/249342-1000-1000/adocante-culinario-lowcuar.jpg?v=637002213769030000
https://www.superabc.com.br/7896058501407bala-dori-gomets-sino-100g/p,7896058501407,Mercearia,Bomboniere,Guloseimas,BALA DORI GOMETS SINO 100G - PACOTE,3.19,https://abcemcasa.vteximg.com.br/arquivos/ids/250488-1000-1000/7896058501407.jpg?v=637002221069470000
https://www.superabc.com.br/1600picles-conserva-kg-/p,1600,Mercearia,Conservas e Enlatados,Outros,PICLES CONSERVA KG,10.0,https://abcemcasa.vteximg.com.br/arquivos/ids/264438-1000-1000/1600.jpg?v=637002350475970000
https://www.superabc.com.br/7898377660094cerv-gfa-terezopolis-gold-600ml/p,7898377660094,Bebidas,Cervejas,Artesanais,CERVEJA GARRAFA TEREZOPOLIS GOLD 600ML - UNIDADE,9.9,https://abcemcasa.vteximg.com.br/arquivos/ids/269317-1000-1000/7898377660094.jpg?v=637008076610830000
https://www.superabc.com.br/7896292000186-adoc-stevia-plus-80ml/p,7896292000186,Mercearia,Funcionais, Diet e Light,Diet,ADOÇANTE STÉVIA PLUS 80ML - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/267369-1000-1000/7896292000186.jpg?v=637004047664300000
https://www.superabc.com.br/3000002581726maion-predilecta-sache-192un-7g/p,3000002581726,Mercearia,Conservas e Enlatados,Condimento e Temperos,MAIONESE PREDILECTA SACHE 192UN 7G - UNIDADE,14.49,https://abcemcasa.vteximg.com.br/arquivos/ids/262137-1000-1000/3000002581726.jpg?v=637002333843900000
https://www.superabc.com.br/7896058501094-bala-dori-gomets-sino-700g/p,7896058501094,Mercearia,Bomboniere,Guloseimas,BALA DORI GOMETS SINO 700G - UNIDADE,11.39,https://abcemcasa.vteximg.com.br/arquivos/ids/250490-1000-1000/7896058501094.jpg?v=637002221079470000
https://www.superabc.com.br/7898367983615-cerv-gfa-eisenbahn-pilsen-600ml/p,7898367983615,Bebidas,Cervejas,Pilsen,CERVEJA  EISENBAHN PILSEN 600ML,7.99,https://abcemcasa.vteximg.com.br/arquivos/ids/230387-1000-1000/7898367983615.jpg?v=636933765024530000
https://www.superabc.com.br/7896058500806bala-dori-disquete-80g/p,7896058500806,Mercearia,Bomboniere,Guloseimas,BALA DORI DISQUETE 80G - UNIDADE,5.99,https://abcemcasa.vteximg.com.br/arquivos/ids/250457-1000-1000/7896058500806.jpg?v=637002220903430000
https://www.superabc.com.br/7896261402829br-nuts-agtal-cranberry-60g/p,7896261402829,Mercearia,Funcionais, Diet e Light,Cereais,BR NUTS AGTAL CRANBERRY 60G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/252108-1000-1000/7896261402829.jpg?v=637002228272470000
https://www.superabc.com.br/7896102592603mh-heinz-bolonhesa-sache-340g/p,7896102592603,Mercearia,Conservas e Enlatados,Condimento e Temperos,MOLHO HEINZ BOLONHESA SACHE 340G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/269149-1000-1000/7896102592603.jpg?v=637008075638900000
https://www.superabc.com.br/7895144899947-g-mascar-mentos-pure-fresh-mint-3-85g/p,7895144899947,Mercearia,Bomboniere,Guloseimas,GOMA DE MASCAR MENTOS PURÊ FRESH 3 8,5G - UNIDADE,1.49,https://abcemcasa.vteximg.com.br/arquivos/ids/258239-1000-1000/7895144899947.jpg?v=637002294618700000
https://www.superabc.com.br/7896261402812br-nuts-agtal-coco-amendoa-60g/p,7896261402812,Mercearia,Funcionais, Diet e Light,Cereais,BR NUTS AGTAL COCO AMENDOA 60G - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/252106-1000-1000/7896261402812.jpg?v=637002228264300000
https://www.superabc.com.br/7896045512317cerv-lata-kaiser-350ml/p,7896045512317,Bebidas,Cervejas,Pilsen,CERVEJA LATA KAISER 350ML - UNIDADE,2.0,https://abcemcasa.vteximg.com.br/arquivos/ids/237719-1000-1000/7896045512317.jpg?v=636935432155130000
https://www.superabc.com.br/7891132019052temp-sabor-ami-alho-sal-1kg/p,7891132019052,Mercearia,Conservas e Enlatados,Condimento e Temperos,TEMPERO SABOR AMI ALHO SAL 1KG - UNIDADE,12.9,https://abcemcasa.vteximg.com.br/arquivos/ids/237538-1000-1000/7891132019052.jpg?v=636935431044270000
https://www.superabc.com.br/7896259416364-leite-lvida-camponesa-desn-0-lac-1l/p,7896259416364,Mercearia,Funcionais, Diet e Light,Sem Lactose,LEITE LONGA VIDA CAMPONESA DESNATADO 0%LAC 1 LITRO - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/259803-1000-1000/7896259416364.jpg?v=637002319823500000
https://www.superabc.com.br/7895144899930-g-mascar-mentos-pure-fruit-3-85g/p,7895144899930,Mercearia,Bomboniere,Guloseimas,GOMA DE MASCAR MENTOS PURÊ FRUIT 3 8,5G - UNIDADE,1.49,https://abcemcasa.vteximg.com.br/arquivos/ids/258240-1000-1000/7895144899930.jpg?v=637002294622430000
https://www.superabc.com.br/7891132019045temp-sabor-ami-pimenta-300g/p,7891132019045,Mercearia,Conservas e Enlatados,Condimento e Temperos,TEMPERO SABOR AMI PIMENTA 300G - UNIDADE,4.39,https://abcemcasa.vteximg.com.br/arquivos/ids/237541-1000-1000/7891132019045.jpg?v=636935431091200000
https://www.superabc.com.br/7896045504831cerv-lata-amstel-350ml/p,7896045504831,Bebidas,Cervejas,Premium,CERVEJA LATA AMSTEL 350ML - UNIDADE,3.15,https://abcemcasa.vteximg.com.br/arquivos/ids/241004-1000-1000/7896045504831.jpg?v=636936307339500000
https://www.superabc.com.br/7896079828637-bomb-montevergine-brigad-100g/p,7896079828637,Mercearia,Bomboniere,Bombons e Chocolates,BOMBOM MONTEVERGINE BRIGADEIRO 100G - UNIDADE,9.39,https://abcemcasa.vteximg.com.br/arquivos/ids/252064-1000-1000/7896079828637.jpg?v=637002228075170000
https://www.superabc.com.br/7896045504541cerv-gfa-amstel-600ml/p,7896045504541,Bebidas,Cervejas,Premium,CERVEJA GARRAFA AMSTEL 600ML - UNIDADE,6.69,https://abcemcasa.vteximg.com.br/arquivos/ids/229348-1000-1000/7896045504541.jpg?v=636933760428270000
